sample_id,modality,source_duration_s,effective_duration_s,feature_dim,native_length,aligned_length,aligned_valid_length,padding_count,native_granularity,aligned_granularity,padding_rule,status
-3g5yACwYnA__13,audio,5.399125,5.399125,27,108,84,18,64,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__6,audio,2.8204375,2.8204375,27,57,84,5,77,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__6,text,2.8204375,0.8200000000000001,768,7,84,7,77,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__6,vision,2.8695333333333335,2.8695333333333335,15,43,84,5,77,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__7,audio,4.00575,4.00575,27,81,84,15,67,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__7,text,4.00575,2.66,768,17,84,17,67,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__7,vision,4.070733333333333,4.070733333333333,15,61,84,15,67,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__8,audio,8.0260625,8.0260625,27,161,84,26,56,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__8,text,8.0260625,3.86,768,28,84,28,56,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__8,vision,8.074733333333333,8.074733333333333,15,121,84,26,56,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__9,audio,3.3740625,3.3740625,27,68,84,5,77,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__9,text,3.3740625,1.1000000000000005,768,7,84,7,77,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-iRBcNs9oI8__9,vision,3.4034,2.869533333333333,15,51,84,5,77,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-lzEya4AM_4__5,audio,7.5696875,7.5696875,27,152,84,21,61,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-lzEya4AM_4__5,text,7.5696875,3.6800000000000015,768,23,84,23,61,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-lzEya4AM_4__5,vision,7.666666666666667,7.666666666666667,15,115,84,21,61,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-lzEya4AM_4__6,audio,14.740375,14.740375,27,295,84,48,34,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-lzEya4AM_4__6,text,14.740375,7.76,768,50,84,50,34,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-lzEya4AM_4__6,vision,14.766666666666666,14.766666666666666,15,222,84,48,34,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__1,audio,6.0545,0.0,27,122,84,0,69,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__1,text,6.0545,0.0,768,15,84,15,69,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__1,vision,6.072733333333334,0.0,15,91,84,0,69,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__2,audio,5.7016875,0.0,27,115,84,0,65,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__2,text,5.7016875,0.0,768,19,84,19,65,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__2,vision,5.7057,2.9362666666666666,15,86,84,0,65,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__6,audio,2.228125,2.228125,27,45,84,5,77,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__6,text,2.228125,1.42,768,7,84,7,77,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__6,vision,2.2355666666666667,2.2355666666666667,15,34,84,5,77,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__8,audio,4.171375,4.171375,27,84,84,11,71,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__8,text,4.171375,2.3800000000000003,768,13,84,13,71,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__8,vision,4.170833333333333,4.1708333333333325,15,63,84,11,71,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__9,audio,6.90875,6.90875,27,139,84,29,53,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__9,text,6.90875,3.4000000000000004,768,31,84,31,53,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mJ2ud6oKI8__9,vision,7.007,7.007,15,105,84,29,53,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mqbVkbCndg__0,audio,6.3855,6.3855,27,128,84,17,65,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mqbVkbCndg__0,text,6.3855,3.76,768,19,84,19,65,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-mqbVkbCndg__0,vision,6.5,6.433333333333334,15,98,84,17,65,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-qDkUB0GgYY__6,audio,4.6146875,4.6146875,27,93,84,18,64,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-qDkUB0GgYY__6,text,4.6146875,2.100000000000001,768,20,84,20,64,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-qDkUB0GgYY__6,vision,4.666666666666667,4.666666666666667,15,70,84,18,64,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__0,audio,2.76325,2.76325,27,56,84,8,74,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__0,text,2.76325,1.2199999999999998,768,10,84,10,74,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__0,vision,2.7944555555555555,0.0,15,42,84,0,74,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__2,audio,5.913375,5.913375,27,119,84,26,56,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__2,text,5.913375,4.260000000000001,768,28,84,28,56,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__2,vision,6.005988888888888,2.168816666666666,15,90,84,10,56,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__5,audio,3.43975,3.43975,27,69,84,10,71,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__5,text,3.43975,1.9199999999999993,768,13,84,13,71,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-ri04Z7vwnc__5,vision,3.5035000000000003,3.5035000000000003,15,52,84,10,71,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__0,audio,6.7105625,6.7105625,27,135,84,28,54,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__0,text,6.7105625,3.2399999999999993,768,30,84,30,54,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__0,vision,6.866666666666666,6.866666666666666,15,103,84,28,54,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__1,audio,4.6438125,4.6438125,27,93,84,12,70,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__1,text,4.6438125,2.2000000000000006,768,14,84,14,70,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__1,vision,4.766666666666667,4.766666666666667,15,71,84,12,70,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__4,audio,4.246875,4.246875,27,85,84,10,72,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__4,text,4.246875,1.7799999999999996,768,12,84,12,72,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__4,vision,4.3999999999999995,3.0666666666666664,15,66,84,7,72,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__5,audio,8.397875,8.397875,27,168,84,20,62,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__5,text,8.397875,3.2600000000000002,768,22,84,22,62,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__5,vision,8.533333333333333,8.533333333333333,15,128,84,20,62,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__6,audio,2.3148125,2.3148125,27,47,84,5,77,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__6,text,2.3148125,0.66,768,7,84,7,77,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__6,vision,2.4666666666666663,1.9666666666666668,15,37,84,5,77,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__7,audio,6.8385625,6.8385625,27,137,84,38,44,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__7,text,6.8385625,4.020000000000001,768,40,84,40,44,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__7,vision,6.933333333333334,5.133333333333334,15,104,84,28,44,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__8,audio,3.18425,3.18425,27,64,84,16,65,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__8,text,3.18425,1.4399999999999997,768,19,84,19,65,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-s9qJ7ATP7w__8,vision,3.2666666666666666,3.2666666666666666,15,49,84,16,65,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-t217m2on-s__2,audio,5.6301875,5.6301875,27,113,84,16,66,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-t217m2on-s__2,text,5.6301875,2.2399999999999998,768,18,84,18,66,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-t217m2on-s__2,vision,5.666666666666667,5.666666666666667,15,85,84,16,66,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-t217m2on-s__7,audio,17.026375,17.026375,27,341,84,53,29,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-t217m2on-s__7,text,17.026375,8.76,768,55,84,55,29,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-t217m2on-s__7,vision,17.166666666666668,17.166666666666668,15,257,84,53,29,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tANM6ETl_M__3,audio,6.603625,6.603625,27,133,84,29,53,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tANM6ETl_M__3,text,6.603625,3.8200000000000007,768,31,84,31,53,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tANM6ETl_M__3,vision,6.733333333333333,6.733333333333333,15,101,84,29,53,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__10,audio,4.6788125,4.6788125,27,94,84,15,67,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__10,text,4.6788125,2.2199999999999998,768,17,84,17,67,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__10,vision,4.766666666666667,4.766666666666667,15,72,84,15,67,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__11,audio,5.3785625,5.3785625,27,108,84,20,62,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__11,text,5.3785625,3.0199999999999987,768,22,84,22,62,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__11,vision,5.466666666666667,5.466666666666667,15,82,84,20,62,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__12,audio,11.7361875,11.7361875,27,235,84,28,54,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__12,text,11.7361875,5.499999999999999,768,30,84,30,54,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__12,vision,11.833333333333334,11.833333333333334,15,178,84,28,54,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__16,audio,7.1391875,7.1391875,27,143,84,17,65,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__16,text,7.1391875,2.5599999999999996,768,19,84,19,65,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__16,vision,7.2,7.2,15,108,84,17,65,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__18,audio,6.5688125,6.5688125,27,132,84,22,60,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__18,text,6.5688125,3.1399999999999992,768,24,84,24,60,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-tPCytz4rww__18,vision,6.633333333333333,6.633333333333333,15,100,84,22,60,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-uywlfIYOS8__4,audio,5.881125,5.881125,27,118,84,22,60,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-uywlfIYOS8__4,text,5.881125,3.4200000000000004,768,24,84,24,60,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-uywlfIYOS8__4,vision,6.033333333333333,6.033333333333333,15,91,84,22,60,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-vxjVxOeScU__4,audio,9.0370625,9.0370625,27,181,84,27,55,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-vxjVxOeScU__4,text,9.0370625,4.7799999999999985,768,29,84,29,55,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-vxjVxOeScU__4,vision,9.1,9.1,15,137,84,27,55,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wMB_hJL-3o__7,audio,5.9755625,5.9755625,27,120,84,23,59,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wMB_hJL-3o__7,text,5.9755625,3.1599999999999993,768,25,84,25,59,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wMB_hJL-3o__7,vision,6.033333333333333,5.833333333333333,15,91,84,23,59,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__0,audio,3.274,3.274,27,66,84,11,71,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__0,text,3.274,1.8200000000000005,768,13,84,13,71,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__0,vision,3.333333333333333,3.333333333333333,15,50,84,11,71,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__1,audio,6.7765625,6.7765625,27,136,84,27,54,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__1,text,6.7765625,4.240000000000001,768,30,84,30,54,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__1,vision,6.833333333333333,6.833333333333333,15,103,84,27,54,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__2,audio,6.5226875,6.5226875,27,131,84,28,54,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__2,text,6.5226875,4.040000000000002,768,30,84,30,54,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__2,vision,6.666666666666667,6.666666666666667,15,100,84,28,54,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__3,audio,6.099875,6.099875,27,122,84,20,62,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__3,text,6.099875,3.6000000000000014,768,22,84,22,62,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__3,vision,6.133333333333333,6.133333333333333,15,92,84,20,62,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__5,audio,6.7414375,6.7414375,27,135,84,27,55,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__5,text,6.7414375,4.260000000000001,768,29,84,29,55,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__5,vision,6.8999999999999995,6.8999999999999995,15,103,84,27,55,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__7,audio,7.9105,7.9105,27,159,84,31,51,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__7,text,7.9105,5.840000000000001,768,33,84,33,51,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__7,vision,8.066666666666666,8.066666666666666,15,121,84,31,51,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__9,audio,6.0435,6.0435,27,121,84,22,60,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__9,text,6.0435,4.28,768,24,84,24,60,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-wny0OAz3g8__9,vision,6.2,6.2,15,93,84,22,60,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__1,audio,29.10975,29.10975,27,583,84,55,27,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__1,text,29.10975,17.26,768,57,84,57,27,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__1,vision,29.26666666666667,29.26666666666667,15,439,84,55,27,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__5,audio,13.0445625,13.0445625,27,261,84,31,51,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__5,text,13.0445625,7.380000000000001,768,33,84,33,51,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__5,vision,13.166666666666666,13.166666666666666,15,198,84,31,51,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__6,audio,11.2425625,11.2425625,27,225,84,24,58,20 Hz,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__6,text,11.2425625,5.439999999999999,768,26,84,26,58,source transcript tokens,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
-yRb-Jum7EQ__6,vision,11.2,11.2,15,168,84,24,58,15 Hz nearest original PTS,WordPiece with CTC word interval,zero; padding_mask=true,extracted_unreviewed
